title,title_link,company,summary,result-link-bar,tt_set,iaLabel,turnstileLink,date,slNoUnderline,location,location1,salary
Software Engineer - AngularJS,https://www.indeed.com/rc/clk?jk=d1253104046bd8c8&fccid=ea25315ee9da22e5&vjs=3,Comcast,"From creating apps like TVGo to new features such as the Talking Guide on the X1 platform, we work every day to make a positive impact through innovation in the...",13 days ago   -  save job - more...,#NAME?,,Comcast,13 days ago,"13,271 reviews","Englewood, CO 80112",,
SecureView Engineer,https://www.indeed.com/rc/clk?jk=63ae4ef989b9d817&fccid=abe7b6801524c7e0&vjs=3,Applied Insight,SecureView is based on state of the art edge hypervisor technology and OpenXT. Experience deploying IT solutions software in DOD/IC facilities CONUS and OCONUS....,3 hours ago   -  save job - more...,#NAME?,,Applied Insight,3 hours ago,4 reviews,"Denver, CO",,
Designer- Fire Alarm,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0APCFd-V_5mzSWMge2aOjMT1xTx8X37a2cY7NKlM5JaBMKR-eM3foHXAGH2xuHUioqxJ8GdNfSBJvFakHFB1A6PumGpHGgzFLqodoh4VZlMYS6K2TJ3j_KG-evvsN3UE4MaJKkv8QPSW6iGE29zeM3NaCP_VSagS6siYIN9ZzywRUmzZoXPfGKpo9KR_M5i49y0xPabusKnd-Ofd3yKag3VUflfAEtfZL_gVRNRfYuwcPPS3ttfK0R5YyXIkBPcWA3Bq__oKqffTbbfQZ-Q0dVBjJrTiIb5LzXbPKsPcpjMwqnxj6lhFkFgDczAvw7mLtXVDusS1u0unWTGi6zuoYceaRaglUF861STIbG8ZLMkD7-8a2Xasv_dFbFqstDfldjJfRya08eDCEgJiQw0CfKo11qiacys6zNakcvrGtjp5Q==&vjs=3&p=1&fvj=1,GFS Companies,Working knowledge of Microsoft Office Suite and PDF software. We offer a very competitive compensation package including a base salary commensurate of the...,Sponsored - save job,save job,Express apply,,,,,"Denver, CO","$55,000 - $70,000 a year"
Pharmacy Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BE-wI0TFWfGFDjFOcSiymuBegGRB9TOhSxEDPoedJxsyz9i6Ps5W7PzWaoW3jxFGi_n5HFRC9rp7yCORp_SJ923scP4dLVIp4D9U51h4imz-vjl22OY5dEo3VcP1z0SzimXHt0XcnU7epOTqt0koi-6hUKQy-hxyat9f8h5vicbM_MNB7bF8hwIfdrTudq8hMElrI8SDShERM_Kx61wi54d9IhULL9Wt5Acn47SCWqvwVvb1Qo5Od8sLrWDSE7NWdETRy9uIXdm6Y9wUW101JMAKvU53ExAcLDsi_FGyVraGEC0rddMGk9Af2Wa_SmohxhfYoH85JPiYHywrGsHaoF81fqNem2NfdL36mqMoNwwNWfb3vp58Mmd3l36urqxZJbXOKaWm8-MUH4ctxJabbhf0UeNsiL-HZEovGqGOQBTPpNOcIzbQ--&vjs=3&p=2&fvj=1,PipelineRx,"They use specialized software and communications platforms, participate in a vibrant community of connected professionals, and enjoy flexibility in work...",Sponsored - save job,save job,Express apply,PipelineRx,,7 reviews,,"Denver, CO 80202 (Lodo area)",$16 - $18 an hour
"Senior Account Executive, Enterprise Software",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdLo5gr8U2ljMS_J69SNqD83K91JJ-A52mII6UttOE9SFjpBd3a3DHoR31i-eB62Qf4tp-zmIXx0RMLp14oWexR_OM8xSjCakxMDdMkTHZ0OKkgHobsy062iC1Tw6sWFBD4RHb378dhOgI9bil0uE_pouRZERLyQFL14ELx51hexMBg7JZINflg8O_HcBTmp44Sh9rlS5-Liw82C90-vhrHbhbzbr8cV0utMVYbWUpDFqyiOYMw_hj3JDhGm-gnaD9JRYcLCqlJ4mAxzWn2BFuuBrolnEHF6-rg3Jm4nCwbMgCKAabOch5yjkfKbVUDg3a1xKfOHfT5Gx-riTPBf79bJQp8vUe6kLEvD30luqw2us2Igycj9TJPzdFpgbES45WT38nFUDVeQ731Di5Z-9Q0obqO_otWX4froctiXfjGM1y8hPxsLqjaJxcL1zi-CfsnMVRoecbQ2WuKs8rmw3_cABijBnuu6Uf2VdO10dCmtibwY-nMsougE0mwGk5fhyIbTloPlbcrXnDnnUyTc_KkFcntVlb3AWX2j_DJhd1G49H1AFMPQwCo593ahwbyRI=&vjs=3&p=3&fvj=0,OpenText,"Whether it’s the challenge of developing new accounts or finding untapped opportunities in your existing client base, the opportunity to grow our business is...",Sponsored - save job,save job,,OpenText,,291 reviews,,"Denver, CO",
Insurance Customer Service Rep 2+ exp-Part Time,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BK9hY4rqYAWYd5lukuvEdmCmWESShDnweD-MXsAx8UB2vIsZ7lwiESUUCTlpvAckianOFmebZbMCrkrD8KTs-tariDIQnIKdbLFv7coRk4W2yNxcLGw2V95trys9qByVweQDDtap4x59HzC6h23hIDouFOeNzPFPStLQ8xyLuzrjBptQ-7M9sUG_JDAIo4FjG_GLvNYIe45Fxdskz3pIWJM9nbbtbx4lUZbZQpjfbcPQeE9xAlaiVHJdjnoFeoNfsi_W8JIC9WZf64BrBjB2x-21aSnU79OpHokWJ8e13kC-J5iTX-vK8uV_MAvH4XUWD9H6RSxooNf8oOz_4kXYG9bblshSK0SR4VNmHfb-pgIWmwzpVQKYDNop2dcWZJ_YYiPSc9pFmwU52BLCpdJ2wVsjhWe96aH_ppgkjWkvYj4FNJU2gpG_80yTD-apVfw6OZNbMyfyOyYwdvPAnqKZvRl46np4qmLLo=&vjs=3&p=4&fvj=1,"Foster & Associates, LLC",Knowledge of AMS360 software and personal lines comparative rating system is necessary. Independent Insurance Agency seeking to hire PT or possibly FT insurance...,Sponsored - save job,save job,Express apply,,,,,"Littleton, CO",
QA Engineer,https://www.indeed.com/rc/clk?jk=af38f13f0364914d&fccid=a39ae2e86a3a18d2&vjs=3,CampMinder,"All CampMinder Software Engineers participate in maintaining and enhancing the legacy system, developing the new platform, designing and solutioning, as well as...",14 days ago   -  save job - more...,#NAME?,Express apply,,14 days ago,,"Boulder, CO 80301",,
DevOps Engineer,https://www.indeed.com/rc/clk?jk=67a564ab46801df1&fccid=663ece44ae074b32&vjs=3,TransUnion,"Understanding of agile software development methodologies. You will be part of a team that bridges software development, testing and operations with our clients...",3 hours ago   -  save job - more...,#NAME?,,TransUnion,3 hours ago,337 reviews,"Greenwood Village, CO",,
Senior Java Spring Software Engineer,https://www.indeed.com/rc/clk?jk=993e894fccfa885a&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant,Senior Java Spring Software Engineer. Cognizant Technology Solutions is seeking a Senior Java Spring Software Engineer for the Cognizant Accelerator Studio team...,7 hours ago   -  save job - more...,#NAME?,,Cognizant,7 hours ago,"11,137 reviews","Boulder, CO",,
UI Developer,https://www.indeed.com/rc/clk?jk=21a9ce5381186bd8&fccid=747a8ebb4b8dcdea&vjs=3,Infostretch Corporation,"In computer science, software engineering, computer engineering, electrical engineering, or related area of study....",5 days ago   -  save job - more...,#NAME?,,Infostretch Corporation,5 days ago,16 reviews,"Englewood, CO",,
"Developer II, Software",https://www.indeed.com/rc/clk?jk=d9991594cef29738&fccid=9edcedb2997876d2&vjs=3,AllianceData,"Our Software Developers create innovative solutions for social media, search and all sorts of cool internet advertising platforms in a Big Data environment....",13 days ago   -  save job - more...,#NAME?,,AllianceData,13 days ago,"1,097 reviews","Westminster, CO",,
Senior Software Developer,https://www.indeed.com/rc/clk?jk=77587149a6356929&fccid=c85c32975f508dc1&vjs=3,Aegis Premier Solutions,We are looking for individuals who love building software. It is important that Software Developers know how to write and tune....,30+ days ago   -  save job - more...,#NAME?,,,30+ days ago,,"Westminster, CO",,
Software Engineer,https://www.indeed.com/rc/clk?jk=4f3b9109425b2f8e&fccid=b0ce6dc4933b1e77&vjs=3,Return Path,Understanding secure coding (best practices and concepts) is a big plus. We are heavy users of Docker and our deployment platform is Kubernetes in AWS....,4 months ago   -  save job - more...,#NAME?,,Return Path,4 months ago,22 reviews,"Broomfield, CO 80021",,
"Manager, Software Engineering",https://www.indeed.com/rc/clk?jk=e8b1f806851eddb1&fccid=edae4285faf6c2f0&vjs=3,BOEING,Manages employees performing engineering and technical activities in the area of Software Engineering....,6 days ago   -  save job - more...,#NAME?,,BOEING,6 days ago,"6,334 reviews","Englewood, CO",,
Senior Implementation Analyst - Visa B2B Connect,https://www.indeed.com/rc/clk?jk=649193f30b92fa7d&fccid=a3f737e511d9fc8c&vjs=3,Visa,"Requires a minimum of 8+ year’s progressively responsible experience in an implementation support role in software, financial or information services....",17 days ago   -  save job - more...,#NAME?,,Visa,17 days ago,726 reviews,"Highlands Ranch, CO",,
Software Administrator (Windows),https://www.indeed.com/rc/clk?jk=404fa45db50d2068&fccid=1f4646c4d1f60434&vjs=3,Technatomy Corporation,"Software Administrator (migrations, log audits, java upgrades, task scheduler events and automation). Schedule installations and upgrades for hardware and...",5 days ago   -  save job - more...,#NAME?,,Technatomy Corporation,5 days ago,27 reviews,"Lakewood, CO",,
Awesome Budtenders Needed,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtgqDBObaWCg-Er0YNsgDrR-Quwb61Q9XBeTQ5yAlClfV_SInd1uA6y2KZSs_JL9UXLEDKhRTyV3cDPxtStq2pD38egYJheBZp-QzZk60NP-yuLv7ByN3u7qnZbkpA3D2irPTrExR0duhWMeAjGK1ggjBAhOVHJuAApKFvApmhcn1AM2XpzU024S2uxmL75PZe2SgHdeBpQ_yCgppV2T-Xs40EY6QUxbyhMinrWbB0VBCkAy3NZzfnnobxEfH-9VAqKQXQWes3EsPrOXgK3EJ_T0zSFDsBiL5AENH1HBeet9thP_IkWg0ugJa8AkSa-t7ZqmhiLpPqCupr-ITAB_ehcekbKhhHuVdQpuk2Oelml6OeCKoo3QF-uhtE-1pkPUwY0MIa4NZdlDhaZR9drAEe3ZkfkKIY-BzAZOdugKh5tsA_A3iGKaxphLvY-rpjvfY=&vjs=3&p=1&fvj=1,cannabis,"Ability to use standard office equipment, computer equipment and software including word processing, data base management, spreadsheet applications and...",Sponsored - save job,save job,Express apply,,,,,"Thornton, CO",
Accounts Receivable Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1FLvTyEzQ3m-01jEDXBYaFaF5RYD_k0RBWV7mOSF5XyWn-P07hjSmiDWuvine_n_muJM-c9Fispwcmrm7Yw2i7CHvZ0hRVTHq3VQXUxg10icXNmQ6Jfo9Zmo6JQ8dJwlwjJHuTrK5MzYbAmvB5GqBo-7Bp1e8CsG683cmQxt977SOGzP9FBPo4e19VYkgEIXnLDc6n52W1ex6pQQHkjyxtF3W6nO0pm1wFNRrxYhdp16RPVd0r0kg6qWVzrCm9_MKW2MAxt-ZcBSIZiBXTQC18SA0Zc6Z9j17j9H7iYxzUuOM2nqKnZmWQlCzMo724qkd9ZRidoa5rnqTBbDZcuOxfjFXvzCbDWdrDjcW9jjH0X-Oks_JurXfBdl4MkdvaB3gjoF0gwdgvr1kJ6wMJ5zuQVvNm67Wrq2gGGcfLAnoLR5G3pjyBpgpVgDxff0l_ISLwqKTxrlk8A==&vjs=3&p=2&fvj=1,New Direction Trust Company,Must have taken and passed the IRA information course in Banker’s Edge Training. Measured based on the accuracy of information entered into software systems....,Sponsored - save job,save job,Express apply,,,,,"Louisville, CO 80027",
Leasing Consultant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DA8t9S0_C3iQvnuX9lYsSR9YaFro1EzYhFBmVdpnHua-OOQck65L9ZrORt7i7ExwUOVQ6YQ-WclOwru9eNZbYqD51i0OmOjswZgT4kmMGAmUKqg6fn7eiegNSQCbpPuNVjNA1nbVc6Xz_rR2ApzlGueoUpc9FRd82kVK4rmykoGzcxTLbpzCbZ1UfZ3S_ISHsedgNm-w2YOUPbdhCs_0sHAVhYwpj4Z_u4Z2O2mwjKUjQtbRYrANE1Wze4IHp_ue7ahxg-5UBwiWbFENr54Xn6POsOjVMmKoc-O5yYBzpFb4TkAmGxYgigWOBggdDJaMh5PBbz-4FR2UsuIojkQz0A_lc-RDJAUoUWUJwhqLQYPtd4DcIXVgQSOFTpm2JpVIlsuHKB7S1PScQCF0gubo1dktCt__OnSdQooOguqYFZ2wilAxR9MQsL&vjs=3&p=3&fvj=1,Apartment Community,"Experience in leasing and proficiency with Yardi Voyager software is a plus, but not required. Extensive paid time-off, including holidays, sick leave and...",Sponsored - save job,save job,Express apply,Apartment Community,,4 reviews,,"Thornton, CO 80229",$17.00 - $17.50 an hour
Back End Software Development Instructor,https://www.indeed.com/rc/clk?jk=cb291d8ee99c4b45&fccid=0f95423e0ccd5d50&vjs=3,Turing School of Software & Design,"In the third module, students build upon their Rails knowledge and learn how to build APIs, optimize database queries, and add multitenancy to their...",4 months ago   -  save job - more...,#NAME?,,Turing School of Software & Design,4 months ago,4 reviews,"Denver, CO 80202 (Lodo area)",,
Software Engineer - API Development,https://www.indeed.com/company/Zicasso/jobs/Software-Engineer-ddc8860064ddf717?fccid=0aac61b16cd66b74&vjs=3,"Zicasso, Inc.","We’ve built sophisticated web applications that include integrated functions such as CRM, private messaging, data warehouse, analytics, A/B testing, sales...",30+ days ago   -  save job - more...,#NAME?,Easily apply to this job without a resume,,30+ days ago,,"Denver, CO",,
"Senior Software Engineer, Back End",https://www.indeed.com/rc/clk?jk=7082285cac604b34&fccid=337b10fc3c94bd83&vjs=3,Beatport,"Ideal candidates have a strong background in Python, REST API development, writing highly scalable code, and Google Cloud Platform experience....",30+ days ago   -  save job - more...,#NAME?,Express apply,Beatport,30+ days ago,5 reviews,"Denver, CO",,
Software Developer in Test,https://www.indeed.com/rc/clk?jk=5dc9254cc8b72dc9&fccid=31252cfea3db6240&vjs=3,Allegion,Software Developer in Test. Experience in building numerous automated functional test scripts for web and native mobile apps using an Object-Oriented...,30+ days ago   -  save job - more...,#NAME?,,Allegion,30+ days ago,118 reviews,"Golden, CO",,
Sr. Staff Software Engineer - Java,https://www.indeed.com/rc/clk?jk=361de50f20457b99&fccid=a3f737e511d9fc8c&vjs=3,Visa,"As a Senior Staff Software Engineer, you will be part of our Issuer Processing Platform Development team to help design, enhance and build our mission critical...",12 days ago   -  save job - more...,#NAME?,,Visa,12 days ago,726 reviews,"Highlands Ranch, CO",,
"Front End Developer - React, Javascript (CANNOT sponsor Visa...","https://www.indeed.com/company/i4-Insight,-Inc./jobs/Front-End-Developer-ff16b635a604489e?fccid=9d713c8a53a23f48&vjs=3","i4 Insight, Inc.",We need developers who share our passion for building cutting edge web applications. The ideal candidate will have a passion for delivering software as a...,10 days ago   -  save job - more...,#NAME?,Express apply,,10 days ago,,"Greenwood Village, CO",,
Software Principal Engineer I,https://www.indeed.com/rc/clk?jk=406fefcecd6a8b0a&fccid=c2d1b0769a534b4d&vjs=3,Spectrum,Implements software proposals. Develops and implements software according to proposals provided. Takes ownership and makes technical decisions on software...,25 days ago   -  save job - more...,#NAME?,,Spectrum,25 days ago,"11,981 reviews","Greenwood Village, CO",,
Senior Software Development Engineer,https://www.indeed.com/rc/clk?jk=5f72c5499d70de97&fccid=734cb5a01ee60f80&vjs=3,Microsoft,At least 5 years of building production quality software. Ability bring previous experience with other software stacks to the diverse set of stacks that our...,30+ days ago   -  save job - more...,#NAME?,,Microsoft,30+ days ago,"5,639 reviews","Boulder, CO 80301",,
Sr. Software Engineer,https://www.indeed.com/rc/clk?jk=ec1923cc89ee2446&fccid=4ae9809a8b6c5f5e&vjs=3,Vantiv,"Plans, designs, develops and tests software systems or applications for software enhancements and new products....",30+ days ago   -  save job - more...,#NAME?,,Vantiv,30+ days ago,191 reviews,"Denver, CO 80237 (Southeastern Denver area)",,
QA instructor (Manual Testing),https://www.indeed.com/company/T3-Resources---Software-Training-School/jobs/QA-Instructor-490372efea7c6bb2?fccid=bea16c09f5f6e7da&vjs=3,T3 Resources - Software Training School,"T3 Resources, A State Approved Software Training School, is seeking an experienced QA Instructor (Manual Testing)*. A passion to teach....",28 days ago   -  save job - more...,#NAME?,Express apply,,28 days ago,,"Englewood, CO 80112",,$25 - $50 an hour
Payroll Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV5-KED-sO08zZvyOvvtlhgHHXhVi3drnPm7O-T5TzVAhFPrFQkKyo-tr3ZgVp_d-nnu47k4yzMmADRVMk69xHzDWboDcH1weflRHnsPBJl-4iwmpyL4bUf_5pC8anVrMmV5ZkOCAwBmKTYblIrBVTtTUNXAui8VRt_UTzz0C8twUVFymr5NTt3yaoakwXctQFwYdwEkZgDF8Ww8d87K9nqJQjbetN7SxEc_jhV5fLWW_TYJ3FvdwD_3Jscr62pTnfik1xIY9HcIyh3EuF6__oUbL6_7yMzPl1T0tUJi6hfOfc74K-qc3Q6_I4xJxeb9vkdh_3-IMMXz_nZUAjX_P7y_ptnt3jaB6PmrfKkGnx2yLA_Z_O24p88C9J-JFwFTFN0yGcJG_JBmrS_KuizGFLcdqRdNUiUmSRj1kWBBReO-kiKc4z9gCL&vjs=3&p=1&fvj=1,dcb Construction,"The Payroll Specialist must have an extensive computer background to be proficient in software programs such as Word, Excel, Outlook, and Timberline Accounting...",Sponsored - save job,save job,Express apply,dcb Construction,,3 reviews,,"Denver, CO 80216 (Northern Denver area)",$18 - $22 an hour
Embedded Software Engineer I (666544),https://www.indeed.com/rc/clk?jk=3704b66396182c3c&fccid=82c5e27e77990fa2&vjs=3,Ball Aerospace,"Embedded Software Engineer I. Experience with embedded software development, including real-time embedded software....",Ball Corporation - 25 days ago   -  save job - more...,#NAME?,,Ball Aerospace,25 days ago,116 reviews,"Boulder, CO",,
Backend Software Engineer - Python,https://www.indeed.com/rc/clk?jk=e29889151a2f2bcc&fccid=5be173f0f2dd3843&vjs=3,Simple Energy,Experience in designing and implementing scalable microservice architecture. Love developing great software -- some of your proudest moments involve GitHub....,5 months ago   -  save job - more...,#NAME?,Express apply,,5 months ago,,"Boulder, CO",,
Software Engineer Intern,https://www.indeed.com/rc/clk?jk=d5033c1d019b2ac6&fccid=f9684e7d32b8c49e&vjs=3,Rocket Software,We are looking for a resourceful software engineer that loves to learn about and wants to make an impactful change to our flagship server platform....,30+ days ago   -  save job - more...,#NAME?,,Rocket Software,30+ days ago,35 reviews,"Denver, CO 80237 (Southeastern Denver area)",,
Software Engineer,https://www.indeed.com/rc/clk?jk=a77f888e636adc02&fccid=782fa3184228e826&vjs=3,LogRhythm,"Our platform combines user and entity behavior analytics (UEBA), network traffic and behavior analytics (NTBA) and security orchestration, automation & response...",30+ days ago   -  save job - more...,#NAME?,Express apply,LogRhythm,30+ days ago,23 reviews,"Boulder, CO 80301",,
Implementation Specialist,https://www.indeed.com/company/Mobile-Solutions/jobs/Implementation-Specialist-9f611e723f3f66ca?fccid=78454b667e1c735d&vjs=3,Mobile Solutions,Build customer profiles and deliver software trainings to new client users. Mobile Solutions is a SaaS company that provides full life-cycle Managed Mobility...,3 hours ago   -  save job - more...,#NAME?,Express apply,Mobile Solutions,3 hours ago,5 reviews,"Centennial, CO",,"$45,000 - $55,000 a year"
Sr. Full Stack Software Engineer,https://www.indeed.com/company/Spectralink-Corporation/jobs/Senior-Full-Stack-Software-Engineer-e9d97086e1a31fce?fccid=23452de5439fc7e7&vjs=3,Spectralink Corporation,You will operate as a member of a scrum team that utilizes three-week sprints to develop software that manages purpose-built functionality on Android platform....,18 days ago   -  save job - more...,#NAME?,Express apply,Spectralink Corporation,18 days ago,6 reviews,"Boulder, CO 80301",,
Junior Business Analyst,https://www.indeed.com/rc/clk?jk=81013ed16fa056e6&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,"The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career....",27 days ago   -  save job - more...,#NAME?,,Accenture,27 days ago,"16,209 reviews","Denver, CO 80203 (Capitol Hill area)",,
Senior Engineer - Software Development,https://www.indeed.com/rc/clk?jk=c97391fa4164e480&fccid=3c371b712ace44cf&vjs=3,DISH Network,"Big egos and “super heroes” need not apply. Our mission is to build the next generation, web scale platform for SlingTV....",DISH - 6 days ago   -  save job - more...,#NAME?,,DISH Network,6 days ago,"5,267 reviews","Englewood, CO 80113",,
Senior IT Business Analyst,https://www.indeed.com/rc/clk?jk=3a9ab4be805fedd9&fccid=5d5a6da16805aead&vjs=3,Marathon Petroleum Corporation,"Capable of managing software vendor support relationships. 2+ years leading software implementations, upgrades or integration projects....",Marathon Petroleum Company LP - 7 hours ago   -  save job - more...,#NAME?,,Marathon Petroleum Corporation,7 hours ago,654 reviews,"Denver, CO",,
Senior Software Developer,https://www.indeed.com/rc/clk?jk=6af8c631d99d8e26&fccid=915b1c0ee87e5e8a&vjs=3,Pearson,"Our systems are cutting edge, REST-based services, written in Java and Scala that utilize NoSQL persistence and near real-time analytics over a Kafka feed, all...",20 days ago   -  save job - more...,#NAME?,,Pearson,20 days ago,"1,862 reviews","Centennial, CO",,
Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0Lta-WOJGYFLvWGZM42AKF-X6FbnbXK8t-Rq0oFKCgVWKh-7FwpN79T8pxFxmNJke8EDwjEWy-1MoYMHtokRiEvRedSa5fArthpp-Ex3_LY-pIuFAxrch0XqgV5c423isMeZpKRFnl8HnkR2J7syvlMib_giVTQGQUGfi92a_4puQUAi3nhMsheUmjAWcWtdUekJmOca5t2ryy1RwrsGEksJLI7ldTCBMC01cg-2AbkPRYn8He899Tv0NXRWUdzo0cpDshddF9g4JaJDX5faupCt5TCjxLzQbMd784wMWakQUnkfZP9HydoM-Y2Ut1RsUK7B1DgoFDuhFipVRL4cy3cY4mAm1Hc049ewiUDbIZ5Wp70=&vjs=3&p=2&fvj=0,Chenega EH&F,"Building complex software systems to meet the needs of Government, or other. Implementation and delivery of sophisticated software systems....",Sponsored - save job,save job,,,,,,"Aurora, CO 80012 (Utah Park area)",
Senior Construction Estimator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDY-iLqi2CAdhZ2T7cr6jFFuEwI4SHHgRpRlFMc66aOI_LYNqqorJluxqSnxvc4HwODOlhz7pJaxuoSHznpE_elG37wwUdBzDB5l8uR5sv-va0NGDsEcncZRTYm4rJGWnHbVw2MtVJZ682Z7F8MZK1xf96OrxjsxaWBBLbwvqV_WGZh0ZoMSoQLvACNV_e0aLCC5vB5GqbSlUzPiA5mJrbV59eu527KPWEqXlwmA0CUqvynoEyioaLsUPNbSni3pfnNWE5BUKL7--ubn8ubYDKsNT8HL8PIz0c79gZa6czs8Op24W5VJ5nSxDP6LzmHpS2qgGMOCMpewmmSpVW-YD6OLZalyWn-U0Tww126kj8sSmVxlhKXEgTZ4CAsCZ2WrhWPRfhJW6ovg6oHulmkKBSIu6tt4pTMghCKSPukDfaI1vOL1FgD-s5wSNB2g03SH4=&vjs=3&p=3&fvj=1,LS Gallegos & Associates Inc,Uses specialized construction estimating software to generate information and. We work hard to show our employees how much they mean to us by creating enriching...,Sponsored - save job,save job,Express apply,LS Gallegos & Associates Inc,,2 reviews,,"Denver International Airport, CO",$53 an hour
Instructional Designer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dd64-5ebg93JCXk1c8XSG3pN_9Tn--J8s--xNDnLnXI60lYGdRXM3tHJeSTAw-t947VIh8IrpQYmqbRsIDaD9FLV00gdcX1BtOjV3OtlDVp1CwfkWrrPOYYOVAUuDrnHKLZ5RS72filc4g-Z1DogLP-00fXAoDnJ1WsGZ174GGhwX6EZK-Bj31ZyiKP7O3iWPni_N_k3OmslzCjeWsMoxLzwATPhEmxNluPDrRyUBiRmLgGUVRpIPiqX1EXuhzw06Rh88ZDkBFD6w71YNSsBHF0Zr4uxpBczH5elIKSajf3gr5jb5d21F03is3XxCo5lQlKx4CIKamybu1zxsem-htfrZ6rmPXXhbt7paYKX5-_w82wHA6kFK7ZUuE0-76M6YeFAkiNHwoMkHHT1mMobpoHZQT4YiFM3viocFIWcL_WL2TEjZ_oI9ryPf32eX4na_5--PGL4sNZCOXgr5NO0AO&vjs=3&p=4&fvj=0,OpenTable,"You'll be leading efforts in the development of online learning tools, e-learning coursework design and implementation, interacting with restaurant partners,...",Sponsored - save job,save job,Express apply,OpenTable,,41 reviews,,"Denver, CO",
Tier IV Support Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dy1fyysHytsdcf1goISGoX9g93Ilv5XTlBmNDisSeigSxXAfD17IM2jRNg1j29A2sJaZ6x0JQ2lcQXxS40_n-uUltJ0HajWmhUyw4iXj1GUqbUopFx4dwlpMsV7bTB__bScNb8MLKNmfCqhAO14-okmg51u9ravKzkKWEnaeJ_oRXhsI7z-8-Nh_z7rDmFCZna4hXK-AMGxpC_oaxtJm4Xlk0KAplvTaVlTv9ZKXFQ7hVWTwkDWDH0R-qpHGlxw3fbnYA08P_YxGCuNqplgWvm6cH_07Sv4IHL1Z3XlcKCbkgEDnMba3hZYmltvlKao_zaMoaHlD_HSvykrSO3Y8wMNygXPI_8MRLMcWWHaWZXvcp-TT2pVQEa18qHjO3kCcYuOB3ACyholcY81Np220LfU8Cq-Rd1nhzBtpOcEsDiMESURKelNCeUL9Te1FrF4Qo=&vjs=3&p=5&fvj=1,Betsol,BETSOL is looking for a Tier IV Support Engineer Who Acts as a subject matter expert in one or more areas of software engineering....,Sponsored - 3 days ago   -  save job,#NAME?,Express apply,Betsol,3 days ago,6 reviews,,"Thornton, CO",
